N,P,K,temperature,humidity,ph,rainfall,label
24.0,55.0,78.0,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
29.0,77.0,75.0,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea
20.0,60.0,78.0,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
56.0,67.0,78.0,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
37.0,66.0,85.0,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
49.0,71.0,76.0,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
59.0,69.0,80.0,19.07937684,17.86754927,8.165359297,69.40619137,chickpea
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
24.0,56.0,85.0,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
51.0,72.0,75.0,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea
57.0,73.0,85.0,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
52.0,73.0,79.0,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
41.0,69.0,82.0,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea
52.0,56.0,85.0,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea
34.0,76.0,80.0,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
42.0,74.0,83.0,19.2582557,14.2804191,7.545258424,65.78042032,chickpea
34.0,71.0,79.0,17.927806,15.85622899,7.728998197,74.63872762,chickpea
27.0,73.0,79.0,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
30.0,70.0,79.0,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
57.0,57.0,75.0,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
27.0,79.0,82.0,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea
32.0,71.0,85.0,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea
31.0,76.0,82.0,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
33.0,75.0,84.0,19.46210401,18.72831993,7.217018459,68.81405149,chickpea
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
54.0,62.0,80.0,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
47.0,79.0,78.0,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
53.0,73.0,77.0,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
45.0,61.0,78.0,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea
37.0,78.0,79.0,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
30.0,75.0,81.0,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea
37.0,55.0,82.0,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
22.0,60.0,85.0,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea
60.0,61.0,78.0,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
39.0,76.0,76.0,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea
35.0,63.0,76.0,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea
30.0,65.0,82.0,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
36.0,56.0,83.0,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
40.0,72.0,77.0,17.065848239086765,16.779924829034105,7.584780311126182,88.55811784046709,chickpea
23.0,72.0,84.0,19.115639310854917,17.22537499499546,7.0968579049199825,79.85124136204811,chickpea
39.0,58.0,85.0,17.943575337442546,15.540305206237226,5.996374656254689,68.48401091304952,chickpea
22.0,72.0,85.0,18.982495874956594,15.63485714807242,6.405203789779479,88.43307071489215,chickpea
36.0,67.0,77.0,18.479918684054283,19.604522893046585,7.21827524721469,79.38746623124703,chickpea
32.0,73.0,81.0,20.534019962805154,15.341901874765648,5.955706349210036,92.79870360290688,chickpea
58.0,70.0,84.0,20.624332221253862,16.582751612850146,6.304875248510788,74.87669213510583,chickpea
59.0,70.0,84.0,17.363337600942412,18.72275606421235,7.474908296881469,82.48469587028265,chickpea
42.0,62.0,75.0,18.357278418062656,19.02479818360412,7.0169493202000055,81.87045783056091,chickpea
28.0,74.0,81.0,17.945032208850144,18.364070917849414,8.608555085825927,82.10859244534296,chickpea
58.0,66.0,79.0,21.042805790240966,19.3740856789567,8.789970595380467,93.54738255645613,chickpea
43.0,66.0,79.0,19.412633698895032,15.407107972232593,7.982086791625284,74.5836159755361,chickpea
58.0,63.0,81.0,19.777348279039558,14.612022858903982,6.473281855823415,79.10754822756343,chickpea
23.0,62.0,85.0,19.077026857167255,19.657625861785053,8.539362697781733,80.54949411449351,chickpea
27.0,62.0,77.0,18.11916378156949,14.554276269995878,6.552923526662732,70.28074130545569,chickpea
28.0,72.0,84.0,18.675461819081452,19.20405564671421,6.567336135745673,71.65517373769113,chickpea
50.0,56.0,76.0,20.767854439825232,19.68812549246137,8.006872677564088,73.35114137086947,chickpea
39.0,71.0,84.0,20.24822638751684,16.385219145436565,8.16086155212394,82.46382711120918,chickpea
25.0,78.0,76.0,17.515087387219992,15.799910851992324,7.166616209998105,66.77440487745345,chickpea
31.0,70.0,77.0,20.85205357337437,14.261000567416703,6.575443284845223,90.5198173884041,chickpea
26.0,80.0,83.0,17.071185496012994,16.056043572447855,7.583924220617798,71.18600089110585,chickpea
25.0,68.0,77.0,20.076669378757334,15.147879112196383,7.6651046324147645,85.74551386953652,chickpea
31.0,78.0,76.0,17.48723466165861,15.06189094314128,8.344329362472681,89.25050409878412,chickpea
60.0,68.0,83.0,19.175747023247347,18.500061415642516,6.573231596567338,85.30324419066757,chickpea
59.0,62.0,83.0,18.7278337458134,19.437234492995316,8.098938470950623,73.04705963476718,chickpea
22.0,67.0,78.0,17.07938728067684,14.55200759303352,6.148124378580607,72.3309183441279,chickpea
36.0,65.0,80.0,18.250877052676326,16.575343291175248,5.897078550854362,74.8414591122004,chickpea
59.0,60.0,84.0,19.224903089532102,18.530104997813854,7.603632364667898,94.86862775096473,chickpea
54.0,77.0,85.0,17.110704951446237,17.140052589402096,7.852612604886273,83.70620937439107,chickpea
43.0,68.0,81.0,17.558472080912715,17.94083590570454,6.6901581564904555,78.80951936523881,chickpea
28.0,76.0,82.0,20.7371917415064,14.417112672482043,6.69509937389657,83.74066012560995,chickpea
42.0,79.0,85.0,17.059419722380245,15.74836452495286,5.936081640321018,76.60322534423973,chickpea
32.0,60.0,83.0,19.777067675029752,19.40995967610364,8.79546620850674,91.52502013508997,chickpea
22.0,78.0,76.0,17.81320951191919,19.269136058014922,8.595226202577017,76.24032555569855,chickpea
31.0,79.0,75.0,18.879471894586093,16.1368899486488,8.267463403677588,89.68165484045791,chickpea
28.0,58.0,81.0,17.46623862663201,16.683745257426327,6.174161438493353,93.43671851136503,chickpea
57.0,58.0,77.0,18.65927823016299,17.560393959362617,7.757470290694493,81.21913900597175,chickpea
49.0,55.0,78.0,18.56113818106226,16.215108201450544,7.713713677854267,81.72679269843772,chickpea
46.0,76.0,77.0,18.235442263424705,19.733918314498943,6.980103213922446,83.79910423500151,chickpea
54.0,61.0,77.0,18.736658364635794,15.146340548136546,6.23587780476733,77.61832930329584,chickpea
38.0,60.0,76.0,18.691126340828845,17.74060116396311,8.710613348100228,77.90319223291019,chickpea
59.0,55.0,79.0,20.32337058065822,16.83671787729995,8.729102681954615,82.37146854803507,chickpea
36.0,76.0,75.0,18.510550813206443,16.531200472806656,8.806264029693278,70.55593190400674,chickpea
57.0,68.0,81.0,17.18209914102729,17.30921769160282,8.188363675658174,72.74307035754832,chickpea
35.0,66.0,81.0,19.413613037134002,15.827059282227369,6.187875057393567,85.40491770067383,chickpea
35.0,64.0,78.0,17.944049242057883,14.051722897769244,7.4577970159456,85.50730886492845,chickpea
52.0,60.0,79.0,19.549481438297367,18.144081015666412,8.44345378219058,75.78593252182937,chickpea
27.0,76.0,83.0,18.96371001367025,14.967549527931906,6.30404614322737,89.643390630411,chickpea
57.0,60.0,84.0,19.12697190410326,17.480477675262854,6.444420952671485,75.47622543637759,chickpea
52.0,68.0,78.0,17.35831620860686,16.943036546086436,6.687658860323646,86.09253108913025,chickpea
43.0,79.0,79.0,19.22758995309423,18.976160680751693,7.752214933672875,80.35541080789272,chickpea
44.0,74.0,85.0,20.32356740278973,19.517839703589114,7.15907033833064,78.36497651769083,chickpea
24.0,55.0,78.0,17.292608635282132,15.180921412129557,6.629708489636749,75.64154657420752,chickpea
29.0,77.0,75.0,17.550382322449643,15.51643280066825,7.674713194352109,72.93859731337066,chickpea
20.0,60.0,78.0,18.106636692197014,14.567300006158968,6.472731744497318,90.72873048154986,chickpea
56.0,67.0,78.0,17.441504427674243,16.80964902596464,8.376408864227619,77.9159161344093,chickpea
37.0,66.0,85.0,21.024115328761116,18.944005493423322,6.371170943692175,77.95609623169233,chickpea
49.0,71.0,76.0,19.530394298478065,17.337573520385977,6.654943392682175,85.46169488950746,chickpea
59.0,69.0,80.0,19.16158115912849,17.949299556362032,8.180900533506325,69.26053851064785,chickpea
20.0,79.0,77.0,18.46715018216347,15.956225708645013,7.690840574942861,76.53335018535313,chickpea
24.0,56.0,85.0,18.11599266576554,17.453001902503935,6.475061158797516,80.58250288801123,chickpea
51.0,72.0,75.0,18.86437731352662,15.106625993679152,7.1280580012311585,80.17449673487887,chickpea
57.0,73.0,85.0,18.423947274324057,14.568496885588525,7.3464299993208,92.10335508484462,chickpea
22.0,64.0,82.0,19.442684319406965,17.10790101445419,6.516933561499978,87.46195659359041,chickpea
52.0,73.0,79.0,17.190427489364613,18.69945220915755,7.938928447973764,94.00430913686263,chickpea
29.0,75.0,75.0,19.64584605104914,18.69660962638649,7.0471441411413895,88.44792722113145,chickpea
44.0,59.0,78.0,20.67751174504897,19.876551858665568,7.615796458833157,84.554425878109,chickpea
41.0,69.0,82.0,20.107011656736265,16.803509110283887,6.668570167106878,68.87939758664405,chickpea
52.0,56.0,85.0,20.05339143829027,14.385118242002992,6.832124161069078,88.72647872336292,chickpea
34.0,76.0,80.0,20.612357684992485,15.812576562033943,8.052090159099066,65.06257916521032,chickpea
42.0,74.0,83.0,19.154344088943052,14.069524266140776,7.479549460873184,65.73990082897316,chickpea
34.0,71.0,79.0,17.985146881271927,15.850975291799836,7.600921809964278,74.38739895665125,chickpea
27.0,73.0,79.0,19.140230613384723,15.943886247518401,7.39296436991968,82.97965204265658,chickpea
30.0,70.0,79.0,20.345733131075033,19.903313774797656,7.236509157384645,69.53362977970056,chickpea
57.0,57.0,75.0,17.16124329947998,18.259956290857396,7.7479363962315375,87.24003066797007,chickpea
27.0,79.0,82.0,17.179822300451487,17.564808875722747,6.344022044146536,70.8827368256783,chickpea
32.0,71.0,85.0,20.69721414677274,14.386930099687941,6.276787224750058,92.06975822228829,chickpea
31.0,76.0,82.0,20.730410144084402,17.85189266625949,7.69161437342894,79.13960657985555,chickpea
33.0,75.0,84.0,19.395959340818923,18.819873397399938,7.062474444261913,68.84727980874624,chickpea
47.0,80.0,77.0,17.09687699671212,16.479618969698546,7.670707060581681,72.85431320195386,chickpea
54.0,62.0,80.0,17.611535800376938,16.363860114287988,7.5266988427301875,79.63173824697252,chickpea
47.0,79.0,78.0,17.46375425503428,14.728635833890264,6.566738527489518,65.23485185528524,chickpea
35.0,57.0,83.0,19.5183432240404,17.365090674931906,7.673033660788295,80.4690321169189,chickpea
53.0,73.0,77.0,19.760319186129074,18.178138850739796,7.290020473970636,73.6923638629692,chickpea
45.0,61.0,78.0,19.32695650819255,16.187785131388097,6.626330900601523,81.55409535222014,chickpea
37.0,78.0,79.0,19.926160953033808,14.779755955108282,7.8765324505605205,88.73347250430612,chickpea
30.0,75.0,81.0,19.51679462982371,16.880944740037446,6.379608651033858,68.58744744548306,chickpea
37.0,55.0,82.0,19.570769192388408,17.980456028944193,8.451654492056653,78.38310168637686,chickpea
53.0,65.0,76.0,19.92056018028916,16.421105666787863,8.822883961172515,77.32322896038436,chickpea
22.0,60.0,85.0,18.875938729780348,14.804993393452014,7.792405432342696,94.82857250832159,chickpea
60.0,61.0,78.0,20.632392668796683,19.797968702878386,6.442378350348653,94.08994283679162,chickpea
42.0,67.0,77.0,19.03630389178746,15.811292693528845,7.085461145865832,78.88941535637187,chickpea
39.0,76.0,76.0,20.01660012469744,15.424074260758536,8.226673054660456,69.08525085564675,chickpea
35.0,63.0,76.0,17.776331233639503,17.62297968837738,7.683865912887775,90.69368012288223,chickpea
30.0,65.0,82.0,20.6843077828052,15.357426956982252,7.012491123898739,76.9604984843426,chickpea
57.0,56.0,78.0,17.291838785630627,18.98012698256616,8.902251615927291,68.11005089949253,chickpea
48.0,65.0,78.0,17.533942409494,14.32298477171353,7.923728217529331,73.00106844831001,chickpea
36.0,56.0,83.0,18.864069490171772,19.767545187687784,7.368029652588369,69.19484647775691,chickpea
40.0,58.0,75.0,18.83296200354172,14.874352163353304,6.923591206208683,89.65510393875716,chickpea
49.0,69.0,82.0,18.252797933606857,15.533321143676602,7.375402358270068,81.64949505363398,chickpea
40.0,72.0,77.0,17.085686994326753,17.053923965152183,7.6187047744261625,88.41616783333939,chickpea
23.0,72.0,84.0,19.0626782780018,17.05569569432473,6.98750304273524,80.08183706106057,chickpea
39.0,58.0,85.0,17.770517702328263,15.427667315069176,5.932302464500259,68.67412173074435,chickpea
22.0,72.0,85.0,18.88472293477353,15.65928789753128,6.3484393128933165,88.56387666325021,chickpea
36.0,67.0,77.0,18.23724075078722,19.464032707453594,7.154686440292054,79.33555768334789,chickpea
32.0,73.0,81.0,20.395487716696184,15.425224832081861,5.930817096631016,92.83066014971709,chickpea
58.0,70.0,84.0,20.8347566098689,16.66783213169494,6.11470845913503,74.63493487277736,chickpea
59.0,70.0,84.0,17.412144633220503,18.657560907003823,7.538384977546535,82.69777835077538,chickpea
42.0,62.0,75.0,18.03575798172231,18.810817996566833,6.992355848007237,81.83565922443427,chickpea
28.0,74.0,81.0,17.81330274110013,18.26129072231762,8.739370268863048,81.9698206679147,chickpea
58.0,66.0,79.0,20.93563306374308,19.513715945789055,8.794332761619518,93.77251981293782,chickpea
43.0,66.0,79.0,19.48987297214288,15.27161179567736,7.958414867001523,74.57750007236125,chickpea
58.0,63.0,81.0,19.777472780733017,14.748462902462448,6.6315029196043795,79.14288546284098,chickpea
23.0,62.0,85.0,19.182686616471706,19.484811293014523,8.517620342629765,80.72495464100008,chickpea
27.0,62.0,77.0,18.17487224631249,14.737246659810271,6.5295237746487516,70.30693995645048,chickpea
28.0,72.0,84.0,18.77097638534876,19.050847614937435,6.39026308494764,71.60346155828303,chickpea
50.0,56.0,76.0,20.893826739892475,19.999260564556234,7.983006063779418,73.38293781716654,chickpea
39.0,71.0,84.0,20.38683994298291,16.41985530649823,8.081737245021563,82.50596632839584,chickpea
25.0,78.0,76.0,17.510002612571103,15.675070815276385,7.236837115168455,67.15869692625057,chickpea
31.0,70.0,77.0,20.90490709298975,14.384189455255207,6.518124559290375,90.42076211343027,chickpea
26.0,80.0,83.0,17.089453802865837,16.148703838435523,7.604499081488428,71.32766507494425,chickpea
25.0,68.0,77.0,20.19572802051717,15.217850626355352,7.763628881323238,85.81521811602319,chickpea
31.0,78.0,76.0,17.561934187184495,14.992015037898776,8.591826161635336,89.384024383451,chickpea
60.0,68.0,83.0,19.03685219412351,18.554604355340125,6.557152204177674,85.5124282407581,chickpea
59.0,62.0,83.0,18.74794130221568,19.331823994395005,8.127932185991918,72.91904147710102,chickpea
22.0,67.0,78.0,17.035152070406053,14.592470564989641,6.081771091280028,72.33580894391766,chickpea
36.0,65.0,80.0,18.284048376655978,16.49514030009635,6.046443669530415,75.00070753126208,chickpea
59.0,60.0,84.0,19.061945048452248,18.700831139976266,7.668138883370712,94.53700961422055,chickpea
54.0,77.0,85.0,17.22519728758161,17.204169647986223,7.889759120070755,83.65844548366456,chickpea
43.0,68.0,81.0,17.466941739026808,18.114225599910192,6.895200805355514,78.76484724039427,chickpea
28.0,76.0,82.0,20.60759680768024,14.022981981967892,6.4216956124744025,83.7095912821155,chickpea
42.0,79.0,85.0,17.298247173440604,15.77602273956136,6.1490729696176425,76.55107139473225,chickpea
32.0,60.0,83.0,19.743790681543054,19.42875654657931,8.86930766535567,91.58260728442161,chickpea
22.0,78.0,76.0,17.92144976541135,19.184112125062622,8.658692895924974,76.23580844565147,chickpea
31.0,79.0,75.0,18.846486240644854,16.179838573737445,8.160153163726536,89.77501061322714,chickpea
28.0,58.0,81.0,17.393874360121494,16.449208113448904,6.099399084168495,93.51255448180208,chickpea
57.0,58.0,77.0,18.7982785100241,17.57715712979706,8.082785495015965,81.14419533102601,chickpea
49.0,55.0,78.0,18.76366625282728,16.13321284213352,7.666736151270147,81.6588762097062,chickpea
46.0,76.0,77.0,18.352725566619366,19.53358679521735,6.993471121274539,83.65479313573593,chickpea
54.0,61.0,77.0,18.828600102218132,15.327415834559691,6.264220495972462,77.53816283483101,chickpea
38.0,60.0,76.0,18.617271164947475,17.74382175347461,8.965839350960264,77.89554345407765,chickpea
59.0,55.0,79.0,20.357438522948545,16.883613483270548,8.833249481005666,82.16145164340831,chickpea
36.0,76.0,75.0,18.404077959902587,16.48172860197294,8.7747545733027,70.47815307946117,chickpea
57.0,68.0,81.0,17.090027575451973,17.51683956762145,8.047511131159608,72.73476223238922,chickpea
35.0,66.0,81.0,19.266134221579556,15.669002710361848,6.125018767162805,85.23597957611062,chickpea
35.0,64.0,78.0,18.005663491843766,14.254824921936393,7.599031451381233,85.37606297588619,chickpea
52.0,60.0,79.0,19.466339448842987,18.12840426673065,8.338714277478944,75.6875498935729,chickpea
